dead:
Ulti, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, DK Country 2, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Metal Gear Solid 4, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Super Mario Bros 3, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Okami, Super Mario Maker, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, GTA San Andreas, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Super Mario Bros 3, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Super Mario World, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Super Mario 64, Ocarina of Time, Metal Gear Solid, Super Mario 64, Ocarina of Time, Ocarina of Time;
voltch, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Tales of Symphonia, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Mass Effect, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, Xenoblade Chronicles, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Oblivion, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, BioShock Infinite, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Oblivion, GTA San Andreas, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Final Fantasy X, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Xenoblade Chronicles, A Link to the Past, Majoras Mask, Oblivion, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid 3, Final Fantasy VII, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid 3, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
XIII, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Monster Hunter 4U, Okami, Final Fantasy IX, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Metal Gear Solid 4, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Fire Emblem Awakening, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Grand Theft Auto V, GTA San Andreas, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Grand Theft Auto V, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Final Fantasy X, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
Yesmar, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Mass Effect, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, Xenoblade Chronicles, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, GTA San Andreas, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Final Fantasy X, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Super Mario 64, Ocarina of Time, Metal Gear Solid, Super Mario 64, Ocarina of Time, Ocarina of Time;
DomaDragoon, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, The Walking Dead, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, DK Country 2, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Oblivion, Shovel Knight, World of Warcraft, The Witcher 3, Resident Evil, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Team Fortress 2, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Metal Gear Solid 4, Final Fantasy VI, The Wind Waker, Super Mario Galaxy 2, Final Fantasy VII, Super Mario Bros 3, The Walking Dead, Fallout 3, Super Mario World, Skyrim, Half Life 2, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, DK Country 2, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Oblivion, World of Warcraft, The Witcher 3, Resident Evil 4, Metal Gear Solid, Red Dead Redemption, Metal Gear Solid 3, Starcraft, Chrono Trigger, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Super Mario Bros 3, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, DK Country 2, A Link to the Past, Majoras Mask, Oblivion, The Witcher 3, Metal Gear Solid, Starcraft, Smash Bros Melee, Final Fantasy VII, Super Mario Bros 3, Skyrim, Ocarina of Time, Majoras Mask, The Witcher 3, Metal Gear Solid, Final Fantasy VII, Super Mario Bros 3, Ocarina of Time, Metal Gear Solid, Final Fantasy VII, Ocarina of Time, Ocarina of Time;
Fenny, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Diablo II, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Super Mario RPG, Shovel Knight, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Team Fortress 2, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Destiny, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, The Last of Us, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Persona 4, Ocarina of Time, Final Fantasy IX, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Grand Theft Auto V, Shovel Knight, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Red Dead Redemption, Bioshock, Mass Effect 2, Final Fantasy X, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Persona 4, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Grand Theft Auto V, Resident Evil 4, Metal Gear Solid, Mass Effect 2, Smash Bros Melee, Final Fantasy VII, Pokemon Red Blue, Skyrim, Ocarina of Time, A Link to the Past, Grand Theft Auto V, Metal Gear Solid, Final Fantasy VII, Skyrim, Ocarina of Time, Metal Gear Solid, Final Fantasy VII, Ocarina of Time, Ocarina of Time;
jonthomson, Chrono Trigger, Persona 3, Mega Man X, Half Life, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, Halo 3, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, Pokemon X Y, Smash Bros Wii U, Mass Effect, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Resident Evil 2, Twilight Princess, Persona 4, Ocarina of Time, Monster Hunter 4U, Warcraft III, Final Fantasy IX, Xenoblade Chronicles, Super Mario Maker, Baldurs Gate II, Castlevania SotN, A Link to the Past, Deus Ex, Perfect Dark, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, Binding of Isaac Rebirth, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Team Fortress 2, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Half Life, Smash Bros Melee, Metal Gear Solid 4, Final Fantasy VI, Pokemon X Y, Smash Bros Wii U, Minecraft, Super Mario Bros 3, Sonic 2, Fallout 3, Super Mario World, Goldeneye, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Warcraft III, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Dark Souls, Super Metroid, Majoras Mask, Grand Theft Auto V, World of Warcraft, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Red Dead Redemption, Metal Gear Solid 3, Starcraft, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Minecraft, Super Mario Bros 3, Super Mario World, Goldeneye, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Super Metroid, World of Warcraft, Resident Evil 4, Metal Gear Solid, Starcraft, Chrono Trigger, Minecraft, Super Mario World, Super Mario 64, Ocarina of Time, A Link to the Past, World of Warcraft, Starcraft, Chrono Trigger, Super Mario 64, Ocarina of Time, Starcraft, Super Mario 64, Ocarina of Time, Ocarina of Time;
Polycosm, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Tales of Symphonia, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Monster Hunter 4U, Okami, Kingdom Hearts, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, Chrono Cross, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Final Fantasy X, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Super Mario World, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Super Mario 64, Ocarina of Time, Metal Gear Solid, Super Mario 64, Ocarina of Time, Ocarina of Time;
RockMFR, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Warcraft III, Final Fantasy IX, DK Country 2, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Civilization V, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Metal Gear Solid 4, Final Fantasy VI, The Wind Waker, Super Mario Galaxy 2, Final Fantasy VII, Super Mario Bros 3, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Persona 4, Ocarina of Time, Warcraft III, Super Mario Maker, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Grand Theft Auto V, World of Warcraft, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Bioshock, Starcraft, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Super Mario Bros 3, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Grand Theft Auto V, Resident Evil 4, Metal Gear Solid, Starcraft, Chrono Trigger, Final Fantasy VII, Super Mario Bros 3, Super Mario 64, Ocarina of Time, A Link to the Past, Grand Theft Auto V, Starcraft, Chrono Trigger, Super Mario 64, Ocarina of Time, Grand Theft Auto V, Chrono Trigger, Ocarina of Time, Ocarina of Time;
SirBinro, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, The Walking Dead, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Resident Evil 2, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, DK Country 2, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, BioShock Infinite, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Super Mario Maker, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, Chrono Cross, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Super Mario Maker, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
Tjian, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Monster Hunter 4U, Okami, Kingdom Hearts, Xenoblade Chronicles, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Super Mario Maker, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Super Mario RPG, Chrono Cross, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Super Mario Maker, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
WhiskeyNick\/RPGLord, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Xenogears, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, Xenoblade Chronicles, Super Mario Maker, Baldurs Gate II, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Super Mario Bros 3, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Super Mario Maker, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Super Mario RPG, Chrono Cross, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Super Mario Bros 3, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Super Mario Maker, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Chrono Trigger, Final Fantasy VII, Super Mario World, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid 3, Final Fantasy VII, Super Mario 64, Ocarina of Time, Resident Evil 4, Final Fantasy VII, Ocarina of Time, Ocarina of Time;
